series,seed,ok,keep,source,moves,level,lower_bound,ratio,seconds,id,generator,created_by,path
100,30,1,1,kociemba,38,4,22,1.73,0.007,20260913-001005-356d,random_walk@1,beadmatch,puzzles\4\20260913-001005-356d.txt
100,31,1,1,kociemba,27,3,17,1.59,0.016,20260913-001005-c9de,random_walk@1,beadmatch,puzzles\3\20260913-001005-c9de.txt
100,32,1,1,kociemba,23,3,17,1.35,0.011,20260913-001005-fbc3,random_walk@1,beadmatch,puzzles\3\20260913-001005-fbc3.txt
100,33,1,1,kociemba,27,3,19,1.42,0.017,20260913-001005-3e10,random_walk@1,beadmatch,puzzles\3\20260913-001005-3e10.txt
100,34,1,1,kociemba,30,3,20,1.5,0.011,20260913-001005-ee8c,random_walk@1,beadmatch,puzzles\3\20260913-001005-ee8c.txt
100,35,1,1,kociemba,24,3,19,1.26,0.004,20260913-001005-2178,random_walk@1,beadmatch,puzzles\3\20260913-001005-2178.txt
100,36,1,1,kociemba,18,2,16,1.12,0.005,20260913-001005-15a3,random_walk@1,beadmatch,puzzles\2\20260913-001005-15a3.txt
100,37,1,1,kociemba,22,3,16,1.38,0.035,20260913-001005-6710,random_walk@1,beadmatch,puzzles\3\20260913-001005-6710.txt
100,38,1,1,kociemba,24,3,17,1.41,0.009,20260913-001005-33ce,random_walk@1,beadmatch,puzzles\3\20260913-001005-33ce.txt
100,39,1,0,dfs,196,,22,8.91,4.659,,random_walk@1,beadmatch,
100,40,1,1,kociemba,32,4,17,1.88,0.012,20260913-001010-a433,random_walk@1,beadmatch,puzzles\4\20260913-001010-a433.txt
100,41,1,1,kociemba,20,2,17,1.18,0.016,20260913-001010-59b4,random_walk@1,beadmatch,puzzles\2\20260913-001010-59b4.txt
100,42,1,1,kociemba,22,3,15,1.47,0.012,20260913-001010-9e7a,random_walk@1,beadmatch,puzzles\3\20260913-001010-9e7a.txt
100,43,1,1,kociemba,26,3,17,1.53,0.006,20260913-001010-4878,random_walk@1,beadmatch,puzzles\3\20260913-001010-4878.txt
100,44,1,1,kociemba,27,3,20,1.35,0.017,20260913-001010-fd24,random_walk@1,beadmatch,puzzles\3\20260913-001010-fd24.txt
100,45,1,1,kociemba,19,2,11,1.73,0.002,20260913-001010-e371,random_walk@1,beadmatch,puzzles\2\20260913-001010-e371.txt
100,46,0,0,-,,,18,,5.47,,random_walk@1,beadmatch,
100,47,1,1,kociemba,24,3,18,1.33,0.023,20260913-001015-5d01,random_walk@1,beadmatch,puzzles\3\20260913-001015-5d01.txt
100,48,1,1,kociemba,27,3,22,1.23,0.01,20260913-001015-33d9,random_walk@1,beadmatch,puzzles\3\20260913-001015-33d9.txt
100,49,1,1,kociemba,22,3,18,1.22,0.006,20260913-001015-6b39,random_walk@1,beadmatch,puzzles\3\20260913-001015-6b39.txt
100,50,1,1,kociemba,26,3,20,1.3,0.017,20260913-001015-4496,random_walk@1,beadmatch,puzzles\3\20260913-001015-4496.txt
100,51,1,1,kociemba,27,3,18,1.5,0.017,20260913-001016-df9a,random_walk@1,beadmatch,puzzles\3\20260913-001016-df9a.txt
100,52,1,1,kociemba,35,4,19,1.84,0.008,20260913-001016-01de,random_walk@1,beadmatch,puzzles\4\20260913-001016-01de.txt
100,53,1,1,kociemba,31,4,22,1.41,0.043,20260913-001016-0079,random_walk@1,beadmatch,puzzles\4\20260913-001016-0079.txt
100,54,1,1,kociemba,27,3,19,1.42,0.038,20260913-001016-9dc2,random_walk@1,beadmatch,puzzles\3\20260913-001016-9dc2.txt
100,55,1,1,kociemba,32,4,20,1.6,0.014,20260913-001016-37c2,random_walk@1,beadmatch,puzzles\4\20260913-001016-37c2.txt
100,56,1,0,dfs,137,,13,10.54,4.142,,random_walk@1,beadmatch,
100,57,1,1,kociemba,23,3,18,1.28,0.006,20260913-001020-6285,random_walk@1,beadmatch,puzzles\3\20260913-001020-6285.txt
100,58,1,1,kociemba,37,4,21,1.76,0.009,20260913-001020-16e8,random_walk@1,beadmatch,puzzles\4\20260913-001020-16e8.txt
100,59,1,1,kociemba,32,4,22,1.45,0.01,20260913-001020-f2d9,random_walk@1,beadmatch,puzzles\4\20260913-001020-f2d9.txt
100,60,1,1,kociemba,31,4,20,1.55,0.002,20260913-001020-f2ca,random_walk@1,beadmatch,puzzles\4\20260913-001020-f2ca.txt
100,61,1,1,kociemba,28,3,21,1.33,0.005,20260913-001020-b502,random_walk@1,beadmatch,puzzles\3\20260913-001020-b502.txt
100,62,1,1,kociemba,20,2,17,1.18,0.005,20260913-001020-7234,random_walk@1,beadmatch,puzzles\2\20260913-001020-7234.txt
100,63,1,1,kociemba,24,3,19,1.26,0.005,20260913-001020-4579,random_walk@1,beadmatch,puzzles\3\20260913-001020-4579.txt
100,64,0,0,-,,,20,,5.293,,random_walk@1,beadmatch,
100,65,1,1,kociemba,17,2,15,1.13,0.007,20260913-001025-ef00,random_walk@1,beadmatch,puzzles\2\20260913-001025-ef00.txt
100,66,1,1,kociemba,27,3,18,1.5,0.016,20260913-001025-03b1,random_walk@1,beadmatch,puzzles\3\20260913-001025-03b1.txt
100,67,1,1,kociemba,22,3,18,1.22,0.004,20260913-001025-ded5,random_walk@1,beadmatch,puzzles\3\20260913-001025-ded5.txt
100,68,1,1,kociemba,27,3,21,1.29,0.007,20260913-001025-43ce,random_walk@1,beadmatch,puzzles\3\20260913-001025-43ce.txt
100,69,1,1,kociemba,21,3,18,1.17,0.018,20260913-001025-d845,random_walk@1,beadmatch,puzzles\3\20260913-001025-d845.txt
100,70,0,0,-,,,18,,5.314,,random_walk@1,beadmatch,
100,71,0,0,-,,,27,,5.138,,random_walk@1,beadmatch,
100,72,1,1,kociemba,29,3,18,1.61,0.057,20260913-001036-dada,random_walk@1,beadmatch,puzzles\3\20260913-001036-dada.txt
100,73,1,1,kociemba,21,3,18,1.17,0.015,20260913-001036-aaee,random_walk@1,beadmatch,puzzles\3\20260913-001036-aaee.txt
100,74,1,1,kociemba,31,4,22,1.41,0.003,20260913-001036-456b,random_walk@1,beadmatch,puzzles\4\20260913-001036-456b.txt
100,75,1,1,kociemba,29,3,23,1.26,0.012,20260913-001036-ffc9,random_walk@1,beadmatch,puzzles\3\20260913-001036-ffc9.txt
100,76,0,0,-,,,20,,5.365,,random_walk@1,beadmatch,
100,77,1,1,kociemba,25,3,22,1.14,0.019,20260913-001041-f426,random_walk@1,beadmatch,puzzles\3\20260913-001041-f426.txt
100,78,1,1,kociemba,18,2,16,1.12,0.006,20260913-001041-5a30,random_walk@1,beadmatch,puzzles\2\20260913-001041-5a30.txt
100,79,1,1,kociemba,29,3,20,1.45,0.022,20260913-001041-7991,random_walk@1,beadmatch,puzzles\3\20260913-001041-7991.txt
100,80,0,0,-,,,20,,5.162,,random_walk@1,beadmatch,
100,81,1,1,kociemba,25,3,18,1.39,0.013,20260913-001046-33c9,random_walk@1,beadmatch,puzzles\3\20260913-001046-33c9.txt
100,82,0,0,-,,,25,,5.23,,random_walk@1,beadmatch,
100,83,1,1,kociemba,30,3,21,1.43,0.012,20260913-001052-1dc7,random_walk@1,beadmatch,puzzles\3\20260913-001052-1dc7.txt
100,84,1,1,kociemba,23,3,20,1.15,0.041,20260913-001052-1da4,random_walk@1,beadmatch,puzzles\3\20260913-001052-1da4.txt
100,85,1,1,kociemba,31,4,21,1.48,0.02,20260913-001052-8e31,random_walk@1,beadmatch,puzzles\4\20260913-001052-8e31.txt
100,86,1,1,kociemba,22,3,19,1.16,0.005,20260913-001052-17b0,random_walk@1,beadmatch,puzzles\3\20260913-001052-17b0.txt
100,87,1,1,kociemba,37,4,23,1.61,0.005,20260913-001052-d9a7,random_walk@1,beadmatch,puzzles\4\20260913-001052-d9a7.txt
100,88,1,0,dfs,170,,21,8.1,0.971,,random_walk@1,beadmatch,
100,89,1,1,kociemba,29,3,20,1.45,0.024,20260913-001053-d287,random_walk@1,beadmatch,puzzles\3\20260913-001053-d287.txt
100,90,0,0,-,,,17,,5.379,,random_walk@1,beadmatch,
100,91,1,1,kociemba,21,3,18,1.17,0.003,20260913-001058-f06a,random_walk@1,beadmatch,puzzles\3\20260913-001058-f06a.txt
100,92,1,1,kociemba,20,2,14,1.43,0.006,20260913-001058-b6f5,random_walk@1,beadmatch,puzzles\2\20260913-001058-b6f5.txt
100,93,1,1,kociemba,27,3,17,1.59,0.011,20260913-001058-c1bf,random_walk@1,beadmatch,puzzles\3\20260913-001058-c1bf.txt
100,94,1,1,kociemba,27,3,16,1.69,0.005,20260913-001058-eeaf,random_walk@1,beadmatch,puzzles\3\20260913-001058-eeaf.txt
100,95,1,1,kociemba,26,3,19,1.37,0.016,20260913-001058-afde,random_walk@1,beadmatch,puzzles\3\20260913-001058-afde.txt
100,96,0,0,-,,,19,,5.314,,random_walk@1,beadmatch,
100,97,1,1,kociemba,24,3,19,1.26,0.02,20260913-001103-716c,random_walk@1,beadmatch,puzzles\3\20260913-001103-716c.txt
100,98,1,1,kociemba,25,3,18,1.39,0.019,20260913-001103-dd41,random_walk@1,beadmatch,puzzles\3\20260913-001103-dd41.txt
100,99,1,0,dfs,175,,17,10.29,1.938,,random_walk@1,beadmatch,
100,100,1,1,kociemba,22,3,17,1.29,0.003,20260913-001105-2ec2,random_walk@1,beadmatch,puzzles\3\20260913-001105-2ec2.txt
100,101,0,0,-,,,26,,5.311,,random_walk@1,beadmatch,
100,102,1,1,kociemba,25,3,21,1.19,0.003,20260913-001111-64c6,random_walk@1,beadmatch,puzzles\3\20260913-001111-64c6.txt
100,103,1,1,kociemba,23,3,19,1.21,0.005,20260913-001111-40ed,random_walk@1,beadmatch,puzzles\3\20260913-001111-40ed.txt
100,104,0,0,-,,,22,,5.099,,random_walk@1,beadmatch,
100,105,1,1,kociemba,16,2,15,1.07,0.003,20260913-001116-3205,random_walk@1,beadmatch,puzzles\2\20260913-001116-3205.txt
100,106,1,1,kociemba,28,3,19,1.47,0.003,20260913-001116-cd73,random_walk@1,beadmatch,puzzles\3\20260913-001116-cd73.txt
100,107,1,1,kociemba,31,4,20,1.55,0.015,20260913-001116-d1b8,random_walk@1,beadmatch,puzzles\4\20260913-001116-d1b8.txt
100,108,1,1,kociemba,25,3,17,1.47,0.009,20260913-001116-24fa,random_walk@1,beadmatch,puzzles\3\20260913-001116-24fa.txt
100,109,0,0,-,,,20,,5.27,,random_walk@1,beadmatch,
100,110,1,1,kociemba,30,3,19,1.58,0.01,20260913-001122-9387,random_walk@1,beadmatch,puzzles\3\20260913-001122-9387.txt
100,111,0,0,-,,,26,,5.293,,random_walk@1,beadmatch,
100,112,1,1,kociemba,24,3,18,1.33,0.002,20260913-001127-c35b,random_walk@1,beadmatch,puzzles\3\20260913-001127-c35b.txt
100,113,1,1,kociemba,24,3,19,1.26,0.023,20260913-001127-aeb1,random_walk@1,beadmatch,puzzles\3\20260913-001127-aeb1.txt
100,114,1,1,kociemba,29,3,21,1.38,0.007,20260913-001127-27c0,random_walk@1,beadmatch,puzzles\3\20260913-001127-27c0.txt
100,115,1,1,kociemba,24,3,19,1.26,0.007,20260913-001127-435a,random_walk@1,beadmatch,puzzles\3\20260913-001127-435a.txt
100,116,1,1,kociemba,26,3,17,1.53,0.008,20260913-001127-796c,random_walk@1,beadmatch,puzzles\3\20260913-001127-796c.txt
100,117,1,1,kociemba,32,4,22,1.45,0.033,20260913-001127-946f,random_walk@1,beadmatch,puzzles\4\20260913-001127-946f.txt
100,118,1,1,kociemba,22,3,18,1.22,0.009,20260913-001127-6367,random_walk@1,beadmatch,puzzles\3\20260913-001127-6367.txt
100,119,1,1,kociemba,26,3,20,1.3,0.032,20260913-001127-2b0c,random_walk@1,beadmatch,puzzles\3\20260913-001127-2b0c.txt
100,120,1,1,kociemba,27,3,23,1.17,0.047,20260913-001127-3e93,random_walk@1,beadmatch,puzzles\3\20260913-001127-3e93.txt
100,121,1,1,kociemba,29,3,21,1.38,0.033,20260913-001127-6243,random_walk@1,beadmatch,puzzles\3\20260913-001127-6243.txt
100,122,0,0,-,,,22,,5.396,,random_walk@1,beadmatch,
100,123,1,1,kociemba,24,3,20,1.2,0.007,20260913-001132-cd73,random_walk@1,beadmatch,puzzles\3\20260913-001132-cd73.txt
100,124,1,1,kociemba,23,3,20,1.15,0.011,20260913-001132-a56b,random_walk@1,beadmatch,puzzles\3\20260913-001132-a56b.txt
100,125,1,1,kociemba,22,3,17,1.29,0.009,20260913-001132-55db,random_walk@1,beadmatch,puzzles\3\20260913-001132-55db.txt
100,126,1,1,kociemba,28,3,20,1.4,0.006,20260913-001132-62ba,random_walk@1,beadmatch,puzzles\3\20260913-001132-62ba.txt
100,127,1,1,kociemba,29,3,21,1.38,0.014,20260913-001133-4e4d,random_walk@1,beadmatch,puzzles\3\20260913-001133-4e4d.txt
100,128,0,0,-,,,17,,5.122,,random_walk@1,beadmatch,
100,129,1,1,kociemba,22,3,18,1.22,0.014,20260913-001138-6535,random_walk@1,beadmatch,puzzles\3\20260913-001138-6535.txt
100,130,1,1,kociemba,33,4,21,1.57,0.009,20260913-001138-aee5,random_walk@1,beadmatch,puzzles\4\20260913-001138-aee5.txt
100,131,1,1,kociemba,31,4,22,1.41,0.01,20260913-001138-31fe,random_walk@1,beadmatch,puzzles\4\20260913-001138-31fe.txt
100,132,1,1,kociemba,22,3,18,1.22,0.004,20260913-001138-1116,random_walk@1,beadmatch,puzzles\3\20260913-001138-1116.txt
100,133,1,1,kociemba,21,3,18,1.17,0.007,20260913-001138-23a1,random_walk@1,beadmatch,puzzles\3\20260913-001138-23a1.txt
100,134,1,1,kociemba,22,3,19,1.16,0.015,20260913-001138-8a83,random_walk@1,beadmatch,puzzles\3\20260913-001138-8a83.txt
100,135,1,1,kociemba,24,3,19,1.26,0.006,20260913-001138-41b7,random_walk@1,beadmatch,puzzles\3\20260913-001138-41b7.txt
100,136,1,1,kociemba,36,4,23,1.57,0.015,20260913-001138-7ba2,random_walk@1,beadmatch,puzzles\4\20260913-001138-7ba2.txt
100,137,1,1,kociemba,30,3,15,2.0,0.008,20260913-001138-2f23,random_walk@1,beadmatch,puzzles\3\20260913-001138-2f23.txt
100,138,1,1,kociemba,27,3,23,1.17,0.014,20260913-001138-edc8,random_walk@1,beadmatch,puzzles\3\20260913-001138-edc8.txt
100,139,1,1,kociemba,43,5,24,1.79,0.015,20260913-001138-7d26,random_walk@1,beadmatch,puzzles\5\20260913-001138-7d26.txt
100,140,1,1,kociemba,29,3,22,1.32,0.02,20260913-001138-ed20,random_walk@1,beadmatch,puzzles\3\20260913-001138-ed20.txt
100,141,0,0,-,,,20,,5.062,,random_walk@1,beadmatch,
100,142,1,1,kociemba,23,3,16,1.44,0.015,20260913-001143-609c,random_walk@1,beadmatch,puzzles\3\20260913-001143-609c.txt
100,143,0,0,-,,,20,,5.175,,random_walk@1,beadmatch,
100,144,1,1,kociemba,25,3,20,1.25,0.071,20260913-001148-51cc,random_walk@1,beadmatch,puzzles\3\20260913-001148-51cc.txt
100,145,0,0,-,,,22,,5.136,,random_walk@1,beadmatch,
100,146,1,1,kociemba,33,4,21,1.57,0.015,20260913-001153-a9d6,random_walk@1,beadmatch,puzzles\4\20260913-001153-a9d6.txt
100,147,1,1,kociemba,22,3,20,1.1,0.021,20260913-001153-eaef,random_walk@1,beadmatch,puzzles\3\20260913-001153-eaef.txt
100,148,0,0,-,,,19,,5.186,,random_walk@1,beadmatch,
100,149,1,1,kociemba,36,4,21,1.71,0.007,20260913-001158-36e9,random_walk@1,beadmatch,puzzles\4\20260913-001158-36e9.txt
100,150,1,0,dfs,189,,21,9.0,2.926,,random_walk@1,beadmatch,
100,151,1,1,kociemba,24,3,19,1.26,0.024,20260913-001201-dcdb,random_walk@1,beadmatch,puzzles\3\20260913-001201-dcdb.txt
100,152,1,1,kociemba,35,4,21,1.67,0.007,20260913-001201-e06f,random_walk@1,beadmatch,puzzles\4\20260913-001201-e06f.txt
100,153,0,0,-,,,22,,5.456,,random_walk@1,beadmatch,
100,154,1,1,kociemba,29,3,21,1.38,0.01,20260913-001207-7235,random_walk@1,beadmatch,puzzles\3\20260913-001207-7235.txt
100,155,1,0,dfs,126,,18,7.0,0.043,,random_walk@1,beadmatch,
100,156,1,1,kociemba,42,5,23,1.83,0.013,20260913-001207-9cea,random_walk@1,beadmatch,puzzles\5\20260913-001207-9cea.txt
100,157,1,1,kociemba,22,3,18,1.22,0.01,20260913-001207-351c,random_walk@1,beadmatch,puzzles\3\20260913-001207-351c.txt
100,158,1,1,kociemba,23,3,17,1.35,0.022,20260913-001207-c127,random_walk@1,beadmatch,puzzles\3\20260913-001207-c127.txt
100,159,1,1,kociemba,24,3,18,1.33,0.004,20260913-001207-29e8,random_walk@1,beadmatch,puzzles\3\20260913-001207-29e8.txt
100,160,0,0,-,,,20,,5.211,,random_walk@1,beadmatch,
100,161,1,1,kociemba,26,3,18,1.44,0.021,20260913-001212-5c1b,random_walk@1,beadmatch,puzzles\3\20260913-001212-5c1b.txt
100,162,1,1,kociemba,28,3,22,1.27,0.013,20260913-001212-a43e,random_walk@1,beadmatch,puzzles\3\20260913-001212-a43e.txt
100,163,0,0,-,,,23,,5.62,,random_walk@1,beadmatch,
100,164,1,1,kociemba,33,4,21,1.57,0.003,20260913-001218-876d,random_walk@1,beadmatch,puzzles\4\20260913-001218-876d.txt
100,165,1,1,kociemba,19,2,17,1.12,0.013,20260913-001218-34f2,random_walk@1,beadmatch,puzzles\2\20260913-001218-34f2.txt
100,166,1,1,kociemba,25,3,18,1.39,0.009,20260913-001218-6911,random_walk@1,beadmatch,puzzles\3\20260913-001218-6911.txt
100,167,1,1,kociemba,23,3,20,1.15,0.073,20260913-001218-7f22,random_walk@1,beadmatch,puzzles\3\20260913-001218-7f22.txt
100,168,0,0,-,,,21,,5.294,,random_walk@1,beadmatch,
100,169,0,0,-,,,18,,5.403,,random_walk@1,beadmatch,
100,170,1,1,kociemba,32,4,25,1.28,0.013,20260913-001229-5866,random_walk@1,beadmatch,puzzles\4\20260913-001229-5866.txt
100,171,1,1,kociemba,23,3,21,1.1,0.032,20260913-001229-cb96,random_walk@1,beadmatch,puzzles\3\20260913-001229-cb96.txt
100,172,1,1,kociemba,32,4,18,1.78,0.007,20260913-001229-9d1d,random_walk@1,beadmatch,puzzles\4\20260913-001229-9d1d.txt
100,173,1,1,kociemba,25,3,20,1.25,0.008,20260913-001229-2592,random_walk@1,beadmatch,puzzles\3\20260913-001229-2592.txt
100,174,0,0,-,,,20,,5.136,,random_walk@1,beadmatch,
100,175,1,1,kociemba,31,4,19,1.63,0.003,20260913-001234-8c45,random_walk@1,beadmatch,puzzles\4\20260913-001234-8c45.txt
100,176,1,1,kociemba,25,3,20,1.25,0.029,20260913-001234-3007,random_walk@1,beadmatch,puzzles\3\20260913-001234-3007.txt
100,177,1,1,kociemba,25,3,16,1.56,0.058,20260913-001234-8bae,random_walk@1,beadmatch,puzzles\3\20260913-001234-8bae.txt
100,178,1,1,kociemba,23,3,16,1.44,0.004,20260913-001234-a613,random_walk@1,beadmatch,puzzles\3\20260913-001234-a613.txt
100,179,1,1,kociemba,23,3,21,1.1,0.005,20260913-001234-c525,random_walk@1,beadmatch,puzzles\3\20260913-001234-c525.txt
100,180,1,1,kociemba,24,3,20,1.2,0.019,20260913-001234-4463,random_walk@1,beadmatch,puzzles\3\20260913-001234-4463.txt
100,181,0,0,-,,,20,,5.114,,random_walk@1,beadmatch,
100,182,0,0,-,,,21,,5.291,,random_walk@1,beadmatch,
100,183,1,1,kociemba,21,3,16,1.31,0.008,20260913-001244-3b7e,random_walk@1,beadmatch,puzzles\3\20260913-001244-3b7e.txt
100,184,1,1,kociemba,29,3,22,1.32,0.021,20260913-001244-4f96,random_walk@1,beadmatch,puzzles\3\20260913-001244-4f96.txt
100,185,1,1,kociemba,24,3,19,1.26,0.062,20260913-001245-b46d,random_walk@1,beadmatch,puzzles\3\20260913-001245-b46d.txt
100,186,1,1,kociemba,19,2,19,1.0,0.004,20260913-001245-cef3,random_walk@1,beadmatch,puzzles\2\20260913-001245-cef3.txt
100,187,1,1,kociemba,38,4,19,2.0,0.008,20260913-001245-cb2b,random_walk@1,beadmatch,puzzles\4\20260913-001245-cb2b.txt
100,188,1,1,kociemba,28,3,19,1.47,0.022,20260913-001245-12ea,random_walk@1,beadmatch,puzzles\3\20260913-001245-12ea.txt
100,189,1,1,kociemba,29,3,17,1.71,0.005,20260913-001245-45e4,random_walk@1,beadmatch,puzzles\3\20260913-001245-45e4.txt
100,190,1,1,kociemba,27,3,22,1.23,0.016,20260913-001245-a080,random_walk@1,beadmatch,puzzles\3\20260913-001245-a080.txt
100,191,1,0,dfs,188,,20,9.4,0.99,,random_walk@1,beadmatch,
100,192,1,1,kociemba,24,3,16,1.5,0.004,20260913-001246-28ef,random_walk@1,beadmatch,puzzles\3\20260913-001246-28ef.txt
100,193,1,1,kociemba,20,2,15,1.33,0.048,20260913-001246-1f18,random_walk@1,beadmatch,puzzles\2\20260913-001246-1f18.txt
100,194,1,0,dfs,116,,23,5.04,1.033,,random_walk@1,beadmatch,
100,195,1,1,kociemba,29,3,24,1.21,0.042,20260913-001247-b4b8,random_walk@1,beadmatch,puzzles\3\20260913-001247-b4b8.txt
100,196,1,1,kociemba,24,3,22,1.09,0.026,20260913-001247-02b9,random_walk@1,beadmatch,puzzles\3\20260913-001247-02b9.txt
100,197,1,1,kociemba,32,4,16,2.0,0.01,20260913-001247-7a24,random_walk@1,beadmatch,puzzles\4\20260913-001247-7a24.txt
100,198,1,1,kociemba,28,3,21,1.33,0.032,20260913-001247-1589,random_walk@1,beadmatch,puzzles\3\20260913-001247-1589.txt
100,199,1,1,kociemba,29,3,20,1.45,0.01,20260913-001247-4a83,random_walk@1,beadmatch,puzzles\3\20260913-001247-4a83.txt
100,200,1,1,kociemba,30,3,20,1.5,0.005,20260913-001247-83f4,random_walk@1,beadmatch,puzzles\3\20260913-001247-83f4.txt
100,201,1,0,dfs,93,,17,5.47,3.781,,random_walk@1,beadmatch,
100,202,1,1,kociemba,23,3,17,1.35,0.005,20260913-001251-3ab2,random_walk@1,beadmatch,puzzles\3\20260913-001251-3ab2.txt
100,203,1,1,kociemba,23,3,18,1.28,0.021,20260913-001251-1ee5,random_walk@1,beadmatch,puzzles\3\20260913-001251-1ee5.txt
100,204,0,0,-,,,16,,5.49,,random_walk@1,beadmatch,
100,205,1,1,kociemba,27,3,21,1.29,0.043,20260913-001256-b596,random_walk@1,beadmatch,puzzles\3\20260913-001256-b596.txt
100,206,1,1,kociemba,22,3,16,1.38,0.011,20260913-001256-b805,random_walk@1,beadmatch,puzzles\3\20260913-001256-b805.txt
100,207,1,1,kociemba,21,3,19,1.11,0.009,20260913-001256-a946,random_walk@1,beadmatch,puzzles\3\20260913-001256-a946.txt
100,208,1,0,dfs,177,,16,11.06,2.037,,random_walk@1,beadmatch,
100,209,1,1,kociemba,27,3,22,1.23,0.03,20260913-001258-87f1,random_walk@1,beadmatch,puzzles\3\20260913-001258-87f1.txt
100,210,1,1,kociemba,28,3,19,1.47,0.003,20260913-001258-ed3f,random_walk@1,beadmatch,puzzles\3\20260913-001258-ed3f.txt
100,211,1,1,kociemba,25,3,17,1.47,0.018,20260913-001258-f6d7,random_walk@1,beadmatch,puzzles\3\20260913-001258-f6d7.txt
100,212,1,1,kociemba,29,3,23,1.26,0.005,20260913-001258-4817,random_walk@1,beadmatch,puzzles\3\20260913-001258-4817.txt
100,213,1,1,kociemba,34,4,21,1.62,0.027,20260913-001258-0365,random_walk@1,beadmatch,puzzles\4\20260913-001258-0365.txt
100,214,1,1,kociemba,33,4,22,1.5,0.01,20260913-001258-c3f5,random_walk@1,beadmatch,puzzles\4\20260913-001258-c3f5.txt
100,215,1,1,kociemba,22,3,19,1.16,0.009,20260913-001258-2c80,random_walk@1,beadmatch,puzzles\3\20260913-001258-2c80.txt
100,216,1,1,kociemba,27,3,18,1.5,0.048,20260913-001258-fb4a,random_walk@1,beadmatch,puzzles\3\20260913-001258-fb4a.txt
100,217,1,0,dfs,200,,16,12.5,3.564,,random_walk@1,beadmatch,
100,218,1,1,kociemba,24,3,17,1.41,0.006,20260913-001302-c477,random_walk@1,beadmatch,puzzles\3\20260913-001302-c477.txt
100,219,1,1,kociemba,40,4,21,1.9,0.008,20260913-001302-18e7,random_walk@1,beadmatch,puzzles\4\20260913-001302-18e7.txt
100,220,1,1,kociemba,27,3,21,1.29,0.032,20260913-001302-da69,random_walk@1,beadmatch,puzzles\3\20260913-001302-da69.txt
100,221,0,0,-,,,23,,5.085,,random_walk@1,beadmatch,
100,222,0,0,-,,,23,,5.137,,random_walk@1,beadmatch,
100,223,1,1,kociemba,20,2,19,1.05,0.004,20260913-001312-2f74,random_walk@1,beadmatch,puzzles\2\20260913-001312-2f74.txt
100,224,1,1,kociemba,24,3,14,1.71,0.008,20260913-001312-898e,random_walk@1,beadmatch,puzzles\3\20260913-001312-898e.txt
100,225,0,0,-,,,21,,5.084,,random_walk@1,beadmatch,
100,226,0,0,-,,,17,,5.135,,random_walk@1,beadmatch,
100,227,1,0,dfs,156,,20,7.8,3.755,,random_walk@1,beadmatch,
100,228,1,1,kociemba,30,3,20,1.5,0.007,20260913-001326-6dba,random_walk@1,beadmatch,puzzles\3\20260913-001326-6dba.txt
100,229,0,0,-,,,18,,5.064,,random_walk@1,beadmatch,
100,230,1,1,kociemba,18,2,15,1.2,0.002,20260913-001331-1353,random_walk@1,beadmatch,puzzles\2\20260913-001331-1353.txt
100,231,1,1,kociemba,31,4,20,1.55,0.032,20260913-001331-2866,random_walk@1,beadmatch,puzzles\4\20260913-001331-2866.txt
100,232,1,1,kociemba,30,3,19,1.58,0.018,20260913-001331-2cc9,random_walk@1,beadmatch,puzzles\3\20260913-001331-2cc9.txt
100,233,1,1,kociemba,19,2,18,1.06,0.006,20260913-001331-d404,random_walk@1,beadmatch,puzzles\2\20260913-001331-d404.txt
100,234,1,1,kociemba,33,4,21,1.57,0.004,20260913-001331-6000,random_walk@1,beadmatch,puzzles\4\20260913-001331-6000.txt
100,235,0,0,-,,,21,,5.52,,random_walk@1,beadmatch,
100,236,1,0,dfs,144,,18,8.0,0.043,,random_walk@1,beadmatch,
100,237,1,1,kociemba,18,2,15,1.2,0.003,20260913-001337-c5c3,random_walk@1,beadmatch,puzzles\2\20260913-001337-c5c3.txt
100,238,0,0,-,,,22,,5.031,,random_walk@1,beadmatch,
100,239,0,0,-,,,20,,5.497,,random_walk@1,beadmatch,
100,240,0,0,-,,,25,,5.097,,random_walk@1,beadmatch,
100,241,1,1,kociemba,24,3,19,1.26,0.005,20260913-001353-82df,random_walk@1,beadmatch,puzzles\3\20260913-001353-82df.txt
100,242,0,0,-,,,21,,5.425,,random_walk@1,beadmatch,
100,243,0,0,-,,,21,,5.053,,random_walk@1,beadmatch,
100,244,1,1,kociemba,34,4,24,1.42,0.003,20260913-001403-f43e,random_walk@1,beadmatch,puzzles\4\20260913-001403-f43e.txt
100,245,1,1,kociemba,28,3,19,1.47,0.006,20260913-001403-6f9d,random_walk@1,beadmatch,puzzles\3\20260913-001403-6f9d.txt
100,246,1,1,kociemba,24,3,17,1.41,0.013,20260913-001403-0680,random_walk@1,beadmatch,puzzles\3\20260913-001403-0680.txt
100,247,1,1,kociemba,28,3,21,1.33,0.004,20260913-001403-9c40,random_walk@1,beadmatch,puzzles\3\20260913-001403-9c40.txt
100,248,1,0,kociemba,45,,21,2.14,0.006,,random_walk@1,beadmatch,
100,249,0,0,-,,,22,,5.394,,random_walk@1,beadmatch,
100,250,1,1,kociemba,17,2,14,1.21,0.005,20260913-001408-076a,random_walk@1,beadmatch,puzzles\2\20260913-001408-076a.txt
